Identificador Gr�fic intern;captive;comments_count;community_taxon_id;created_at;delta;description;iconic_taxon_id;id;id_please;identifications_count;location_is_exact;map_scale;mappable;num_identification_agreements;num_identification_disagreements;observation_photos_count;observation_sounds_count;observed_on;observed_on_string;place_guess;positional_accuracy;public_positional_accuracy;quality_grade;species_guess;taxon_id;time_observed_at;time_zone;updated_at;uri;user_id;uuid;zic_time_zone;user_login;iconic_taxon_name;created_at_utc;updated_at_utc;time_observed_at_utc;coordinates_obscured;Fenofase;project_id_0;project_title_0;photo_id_0;photo_large_url_0;photo_attribution_0;photo_id_1;photo_large_url_1;photo_attribution_1;photo_id_2;photo_large_url_2;photo_attribution_2;photo_id_3;photo_large_url_3;photo_attribution_3;taxon_name;taxon_rank;identif_created_at_0;identif_current_0;identif_id_0;identif_created_at_1;identif_current_1;identif_id_1;oauth_application_id;Codi del punt d'observaci�;Identificador d'individu;Codi de l'observador;identif_created_at_2;identif_current_2;identif_id_2;identif_created_at_3;identif_current_3;identif_id_3;positioning_device;positioning_method;out_of_range;photo_id_4;photo_large_url_4;photo_attribution_4;photo_id_5;photo_large_url_5;photo_attribution_5;photo_id_6;photo_large_url_6;photo_attribution_6;project_id_1;project_title_1;project_id_2;project_title_2;Fecha de la identificaci�n (dwc);Calle o plaza;identif_created_at_4;identif_current_4;identif_id_4;identif_created_at_5;identif_current_5;identif_id_5;Altitud;Nom vulgar;H�bitat o ecosistema;Zona protegida;project_id_3;project_title_3;identif_taxon_change_id_2;identif_updated_at_2;identif_user_id_2;identif_user_login_2;identif_user_name_2;identif_taxon_name_2;identif_taxon_rank_2;identif_taxon_change_id_3;identif_updated_at_3;identif_user_id_3;identif_user_login_3;identif_user_name_3;identif_taxon_name_3;identif_taxon_rank_3;geoprivacy;Si �s planta: tipus de fulla;Si �s planta: tipus de dispersi� de les llavors;identif_created_at_6;identif_current_6;identif_id_6;Enlace a la foto;usuario externo;Estadio;Comunidad aut�noma;Nombre del paraje;site_id;cached_votes_total;last_indexed_at;captive_flag;faves_count;Centre/Entitat;Identificador de l'individu observat;owners_identification_from_vision;taxon_geoprivacy;longitude;latitude
10;F;0;355;2020-03-02T04:43:02-05:00;F;CAT - Roman� en plena floraci�--ESP - Romero en plena floraci�--ENG - Rosemary in full bloom;12;255456;F;2;F;12;T;1;0;1;0;01/03/2020;01/03/2020;Penelles (la Noguera);792;792;research;Rosmarinus officinalis;355;;Madrid;2020-03-05T04:19:09-05:00;http://natusfera.gbif.es/observations/255456;1731;0b3ea62c-3016-4130-8736-631cb81a3df7;Europe/Madrid;xavi-de-yzaguirre;Plantae;2020-03-02T09:43:02Z;2020-03-05T09:19:09Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;330579;http://natusfera.gbif.es/attachments/local_photos/files/330579/large/IMG_20200229_roman%C3%AD.jpg?1583142187;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Rosmarinus officinalis;species;2020-03-02T04:43:02-05:00;T;319091;2020-03-05T04:19:09-05:00;T;319474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.964859;41.75686
11;F;0;9756;2020-03-02T04:39:05-05:00;F;CAT - Pariet�ria--ESP - Parietaria--ENG - Pellitory of the wall;12;255452;F;2;F;14;T;1;0;1;0;01/03/2020;01/03/2020;Rub� (Vall�s occidental);49;49;research;Parietaria officinalis;9756;;Madrid;2020-03-05T04:19:07-05:00;http://natusfera.gbif.es/observations/255452;1731;dab65a22-0289-4da9-91c7-4ce3d58ffbe1;Europe/Madrid;xavi-de-yzaguirre;Plantae;2020-03-02T09:39:05Z;2020-03-05T09:19:07Z;;F;Fulles a mig desenvolupar;302;RitmeNatura - Observacions ocasionals;330575;http://natusfera.gbif.es/attachments/local_photos/files/330575/large/IMG_20200301_parietaria.jpg?1583141948;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Parietaria officinalis;species;2020-03-02T04:39:05-05:00;T;319087;2020-03-05T04:19:06-05:00;T;319473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.044367;41.485526
12;F;0;300;2020-03-02T04:33:36-05:00;F;CAT - Ar� blanc rebrotant--ESP - Espino blanco rebrotando--ENG - Common hawthorn sprouting leaves;12;255451;F;2;F;14;T;1;0;1;0;01/03/2020;01/03/2020;Rub� (Vall�s occidental);49;49;research;Crataegus monogyna;300;;Madrid;2020-03-03T03:51:58-05:00;http://natusfera.gbif.es/observations/255451;1731;34bdeca0-2171-4144-b139-444ce9d85c88;Europe/Madrid;xavi-de-yzaguirre;Plantae;2020-03-02T09:33:36Z;2020-03-03T08:51:58Z;;F;Brot de les primeres fulles;314;RitmeNatura - Observacions recurrents;330574;http://natusfera.gbif.es/attachments/local_photos/files/330574/large/IMG_20200301_ar%C3%A7blanc3.jpg?1583141620;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Crataegus monogyna;species;2020-03-02T04:33:36-05:00;T;319086;2020-03-03T03:51:58-05:00;T;319216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.043674;41.484973
13;F;0;475;2020-03-02T04:19:36-05:00;F;CAT - Ametller amb fulles ja desenvolupades--ESP - Almendro con hojas ya desarrolladas--ENG - Almond tree with leaves fully developed;12;255449;F;2;F;12;T;1;0;1;0;29/02/2020;29/02/2020;Penelles (la Noguera);792;792;research;Prunus dulcis;475;;Madrid;2020-03-03T03:51:13-05:00;http://natusfera.gbif.es/observations/255449;1731;4433bd5a-ad09-42dc-af05-47d6d7ce433e;Europe/Madrid;xavi-de-yzaguirre;Plantae;2020-03-02T09:19:36Z;2020-03-03T08:51:13Z;;F;Brot de les primeres fulles;314;RitmeNatura - Observacions recurrents;330571;http://natusfera.gbif.es/attachments/local_photos/files/330571/large/IMG_20200229_ametller_en_fulla.jpg?1583140782;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Prunus dulcis;species;2020-03-02T04:19:36-05:00;T;319084;2020-03-03T03:51:13-05:00;T;319215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.966275;41.757199
14;T;0;475;2020-03-02T04:14:26-05:00;F;CAT - Ametller florit--ESP - Almendro en plena floraci�n--ENG - Almond tree in full bloom;12;255447;F;2;F;12;F;1;0;1;0;29/02/2020;29/02/2020;Penelles (la Noguera);792;792;casual;Prunus dulcis;475;;Madrid;2020-03-02T04:26:49-05:00;http://natusfera.gbif.es/observations/255447;1731;26ca989b-59d0-4976-a9e7-e8d2fe8e1b2f;Europe/Madrid;xavi-de-yzaguirre;Plantae;2020-03-02T09:14:26Z;2020-03-02T09:26:49Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);314;RitmeNatura - Observacions recurrents;330572;http://natusfera.gbif.es/attachments/local_photos/files/330572/large/IMG_20200229_ametller_florit.jpg?1583141210;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Prunus dulcis;species;2020-03-02T04:14:26-05:00;T;319079;2020-03-02T04:15:18-05:00;T;319081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.966275;41.757199
15;F;0;9954;2020-03-02T02:44:36-05:00;F;CAT - Fetgera florint--ESP - Hep�tica en flor--ENG - Kidneywort blooming;12;255446;F;2;F;11;T;1;0;1;0;15/02/2020;15/02/2020;Cantonigr�s (Osona);789;789;research;Anemone hepatica;9954;;Madrid;2020-03-02T04:16:03-05:00;http://natusfera.gbif.es/observations/255446;1731;c20ec22a-3676-4528-9096-ee7d843d4af5;Europe/Madrid;xavi-de-yzaguirre;Plantae;2020-03-02T07:44:36Z;2020-03-02T09:16:03Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;330565;http://natusfera.gbif.es/attachments/local_photos/files/330565/large/Fetgera6.jpg?1583135080;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Anemone hepatica;species;2020-03-02T02:44:36-05:00;T;319076;2020-03-02T04:16:03-05:00;T;319082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.397058;42.029287
16;F;0;197;2020-02-29T05:48:41-05:00;F;;12;255186;T;2;F;;T;1;0;2;0;29/02/2020;Sat Feb 29 2020 11:42:39 GMT+0100 (GMT+1);Rambla de la Marquesa de Castellbell, 48, Sant Feliu de Llobregat, Catalu�a, ES;30;30;research;Platanus � hispanica;197;2020-02-29T05:42:39-05:00;Amsterdam;2020-03-02T04:14:44-05:00;http://natusfera.gbif.es/observations/255186;4520;83a34d66-e56c-4531-9f8b-347aa3144fcb;Europe/Amsterdam;mfernansez;Plantae;2020-02-29T10:48:41Z;2020-03-02T09:14:44Z;2020-02-29T10:42:39Z;F;Primers borrons o gemmes visibles (sense obrir-se);314;RitmeNatura - Observacions recurrents;330295;http://natusfera.gbif.es/attachments/local_photos/files/330295/large/1EC1A1D4-CDC3-4E69-AA26-D3150ABCE0E2-large.jpg?1582974403;(c) mfernansez, algunos derechos reservados (CC BY-NC);330296;http://natusfera.gbif.es/attachments/local_photos/files/330296/large/5DC5C624-171F-45F4-BE2B-652F8E5790D7-large.jpg?1582974409;(c) mfernansez, algunos derechos reservados (CC BY-NC);;;;;;;Platanus �hispanica;species;2020-02-29T05:48:41-05:00;T;318697;2020-03-02T04:14:44-05:00;T;319080;5;;;Vergesalut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05108624;41.38221921
17;F;0;1148;2020-02-26T05:30:30-05:00;F;;12;254991;F;3;F;19;T;2;0;1;0;25/02/2020;25/02/2020 10:50;Parc de Can Zam, Santa Coloma de Gramenet;;;research;Papaver rhoeas;1148;2020-02-25T04:50:00-05:00;Amsterdam;2020-02-27T05:52:42-05:00;http://natusfera.gbif.es/observations/254991;3935;d8f68033-4e79-4b79-ae7a-67fc9fbd53bf;Europe/Amsterdam;jordi78;Plantae;2020-02-26T10:30:30Z;2020-02-27T10:52:42Z;2020-02-25T09:50:00Z;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;330121;http://natusfera.gbif.es/attachments/local_photos/files/330121/large/prhoeas.jpg?1582713036;(c) jordi78, algunos derechos reservados (CC BY-NC);;;;;;;;;;Papaver rhoeas;species;2020-02-26T05:30:30-05:00;T;318443;2020-02-27T03:44:41-05:00;T;318492;;;;;2020-02-27T05:52:42-05:00;T;318516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.197491;41.454509
18;F;0;2168;2020-02-21T09:55:40-05:00;F;;12;254683;T;2;F;;T;2;0;1;0;21/02/2020;2020-02-21T14:52:52.000Z;;;;research;Granado;2168;2020-02-21T09:52:52-05:00;Madrid;2020-02-26T02:41:37-05:00;http://natusfera.gbif.es/observations/254683;8062;f8f16cc0-ac02-44b6-9f19-51ddf31e5d82;Europe/Madrid;xgonzalez;Plantae;2020-02-21T14:55:40Z;2020-02-26T07:41:37Z;2020-02-21T14:52:52Z;F;Sense fulles;314;RitmeNatura - Observacions recurrents;329782;http://natusfera.gbif.es/attachments/local_photos/files/329782/large/1582296774745.jpg?1582296956;(c) xgonzalez, algunos derechos reservados (CC BY-NC);;;;;;;;;;Punica granatum;species;2020-02-24T03:51:12-05:00;T;318286;2020-02-26T02:41:36-05:00;T;318431;;;arbre parc nadal prop de la sortida de l'estaci�;verge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05;41.38
19;F;0;;2020-02-17T11:48:25-05:00;F;;;254547;T;1;F;;T;0;0;3;0;17/02/2020;2020-02-17T16:22:17.000Z;;;;casual;;;2020-02-17T11:22:17-05:00;Madrid;2020-02-18T06:53:54-05:00;http://natusfera.gbif.es/observations/254547;12035;9d0f95aa-ecec-4f0f-9f50-e09cd6e174c1;Europe/Madrid;estelamarques;;2020-02-17T16:48:25Z;2020-02-18T11:53:54Z;2020-02-17T16:22:17Z;F;Sense fulles;314;RitmeNatura - Observacions recurrents;329620;http://natusfera.gbif.es/attachments/local_photos/files/329620/large/20200217_172217.jpg?1581958114;(c) Estela Marqu�s, todos los derechos reservados;329621;http://natusfera.gbif.es/attachments/local_photos/files/329621/large/20200217_172224.jpg?1581958119;(c) Estela Marqu�s, todos los derechos reservados;329622;http://natusfera.gbif.es/attachments/local_photos/files/329622/large/20200217_172208.jpg?1581958124;(c) Estela Marqu�s, todos los derechos reservados;;;;;;2020-02-18T06:53:54-05:00;T;317705;;;;;;;verge salut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0563434;41.3862957
20;F;0;;2020-02-14T09:51:39-05:00;F;;;254428;T;0;F;;T;0;0;0;0;14/02/2020;2020-02-14T14:49:55.000Z;;;;casual;;;2020-02-14T09:49:55-05:00;Madrid;2020-02-14T09:51:40-05:00;http://natusfera.gbif.es/observations/254428;8062;8a9cdb6e-d2f5-4a9b-9f8a-da4f5b60eada;Europe/Madrid;xgonzalez;;2020-02-14T14:51:39Z;2020-02-14T14:51:40Z;2020-02-14T14:49:55Z;F;Sense fulles;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;arbre parc nadal a prop de l'estaci�;vergesalut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05;41.38
21;F;0;;2020-02-11T04:22:32-05:00;F;Primera flor d'estepa blanca que veig enguany a la Carretera de les Aig�es;12;254123;F;1;F;6;T;0;0;0;0;09/02/2020;09/02/2020;Carretera de les Aig�es de Barcelona;;;casual;Cistus albidus;313;;Paris;2020-02-11T04:22:33-05:00;http://natusfera.gbif.es/observations/254123;12582;7c510f4c-2c1c-49c9-9d6e-614ff731d90d;Europe/Paris;muntsa;Plantae;2020-02-11T09:22:32Z;2020-02-11T09:22:33Z;;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;;;;;;;;;;;;;Cistus albidus;species;2020-02-11T04:22:32-05:00;T;317176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.118195;41.414332
22;F;0;;2020-02-10T01:39:11-05:00;F;;;254036;T;1;F;;T;0;0;3;0;10/02/2020;2020-02-10T06:37:55.000Z;;;;casual;;;2020-02-10T01:37:55-05:00;Madrid;2020-02-10T04:14:54-05:00;http://natusfera.gbif.es/observations/254036;4419;d9b7ca19-4267-4e2b-8a7d-796d8d2ebe80;Europe/Madrid;tgonzalez;;2020-02-10T06:39:11Z;2020-02-10T09:14:54Z;2020-02-10T06:37:55Z;F;Primers borrons o gemmes visibles (sense obrir-se);314;RitmeNatura - Observacions recurrents;328867;http://natusfera.gbif.es/attachments/local_photos/files/328867/large/1581316692474.jpg?1581316754;(c) tgonzalez, algunos derechos reservados (CC BY-NC);328868;http://natusfera.gbif.es/attachments/local_photos/files/328868/large/1581316682724.jpg?1581316760;(c) tgonzalez, algunos derechos reservados (CC BY-NC);328869;http://natusfera.gbif.es/attachments/local_photos/files/328869/large/1581316710687.jpg?1581316765;(c) tgonzalez, algunos derechos reservados (CC BY-NC);;;;;;2020-02-10T04:14:54-05:00;T;316939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.052447917;41.38179094
23;F;0;;2020-02-07T09:51:52-05:00;F;;;253965;T;1;F;;T;0;0;1;0;07/02/2020;2020-02-07T14:49:56.000Z;;;;casual;;;2020-02-07T09:49:56-05:00;Madrid;2020-02-10T04:14:36-05:00;http://natusfera.gbif.es/observations/253965;8062;33e175d8-480d-468b-bd8b-8572f97d24b0;Europe/Madrid;xgonzalez;;2020-02-07T14:51:52Z;2020-02-10T09:14:36Z;2020-02-07T14:49:56Z;F;Sense fulles;314;RitmeNatura - Observacions recurrents;328772;http://natusfera.gbif.es/attachments/local_photos/files/328772/large/1581086998275.jpg?1581087123;(c) xgonzalez, algunos derechos reservados (CC BY-NC);;;;;;;;;;;;2020-02-10T04:14:36-05:00;T;316938;;;;;;arbre parc nadal prop de la estaci�;vergesalut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05;41.38
24;F;0;;2020-02-07T01:38:19-05:00;F;;;253943;T;1;F;;T;0;0;3;0;07/02/2020;2020-02-07T06:37:08.000Z;;;;casual;;;2020-02-07T01:37:08-05:00;Madrid;2020-02-07T05:37:51-05:00;http://natusfera.gbif.es/observations/253943;4419;4f2934d9-34f9-4a53-9fb4-deeabe80002f;Europe/Madrid;tgonzalez;;2020-02-07T06:38:19Z;2020-02-07T10:37:51Z;2020-02-07T06:37:08Z;F;Primers borrons o gemmes visibles (sense obrir-se);314;RitmeNatura - Observacions recurrents;328743;http://natusfera.gbif.es/attachments/local_photos/files/328743/large/1581057443249.jpg?1581057505;(c) tgonzalez, algunos derechos reservados (CC BY-NC);328744;http://natusfera.gbif.es/attachments/local_photos/files/328744/large/1581057455848.jpg?1581057510;(c) tgonzalez, algunos derechos reservados (CC BY-NC);328745;http://natusfera.gbif.es/attachments/local_photos/files/328745/large/1581057433549.jpg?1581057515;(c) tgonzalez, algunos derechos reservados (CC BY-NC);;;;;;2020-02-07T05:37:50-05:00;T;316798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.051662194;41.38031019
25;F;0;197;2020-02-05T12:00:09-05:00;F;;12;253891;T;2;F;;T;1;0;2;0;05/02/2020;Wed Feb 05 2020 17:57:44 GMT+0100 (GMT+1);Rambla de la Marquesa de Castellbell, 48, Sant Feliu de Llobregat, Catalu�a, ES;;;research;Platanus � hispanica;197;2020-02-05T11:57:44-05:00;Amsterdam;2020-02-06T11:09:10-05:00;http://natusfera.gbif.es/observations/253891;4520;89a8f979-6f02-4cd5-bca7-85452fac155e;Europe/Amsterdam;mfernansez;Plantae;2020-02-05T17:00:09Z;2020-02-06T16:09:10Z;2020-02-05T16:57:44Z;F;Sense fulles;314;RitmeNatura - Observacions recurrents;328691;http://natusfera.gbif.es/attachments/local_photos/files/328691/large/4EF8A598-62F0-48AD-B37E-04CAB46F57DA-large.jpg?1580922012;(c) mfernansez, algunos derechos reservados (CC BY-NC);328692;http://natusfera.gbif.es/attachments/local_photos/files/328692/large/CCFF5745-9668-4F39-AB58-3FE07B4B17DC-large.jpg?1580922018;(c) mfernansez, algunos derechos reservados (CC BY-NC);;;;;;;Platanus �hispanica;species;2020-02-05T12:00:09-05:00;T;316665;2020-02-06T11:09:10-05:00;T;316701;5;;;Verde Salut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.050952833;41.38239667
26;F;0;197;2020-01-26T11:33:07-05:00;F;;12;253328;T;3;F;;T;2;0;2;0;26/01/2020;2020-01-26T16:26:18.000Z;;;;research;Platanus �hispanica;197;2020-01-26T11:26:18-05:00;Madrid;2020-01-28T03:48:42-05:00;http://natusfera.gbif.es/observations/253328;4520;c8eb0da8-166f-45c6-b49b-6e96bc9d344f;Europe/Madrid;mfernansez;Plantae;2020-01-26T16:33:07Z;2020-01-28T08:48:42Z;2020-01-26T16:26:18Z;F;Sense fulles;314;RitmeNatura - Observacions recurrents;327951;http://natusfera.gbif.es/attachments/local_photos/files/327951/large/IMG_20200126_172634.jpg?1580056390;(c) mfernansez, algunos derechos reservados (CC BY-NC);327952;http://natusfera.gbif.es/attachments/local_photos/files/327952/large/IMG_20200126_172618.jpg?1580056395;(c) mfernansez, algunos derechos reservados (CC BY-NC);;;;;;;Platanus �hispanica;species;2020-01-26T11:33:07-05:00;T;315735;2020-01-28T02:51:08-05:00;T;315886;;;;Verge de la salut;2020-01-28T03:48:41-05:00;T;315989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.050528889;41.38199608
27;T;0;2168;2020-01-17T09:54:10-05:00;F;;12;253010;T;2;F;;F;2;0;1;0;17/01/2020;2020-01-17T14:51:17.000Z;;;;casual;Granado;2168;2020-01-17T09:51:17-05:00;Madrid;2020-01-22T06:53:44-05:00;http://natusfera.gbif.es/observations/253010;8062;5cb68308-f870-494c-a110-a436f4e97a46;Europe/Madrid;xgonzalez;Plantae;2020-01-17T14:54:10Z;2020-01-22T11:53:44Z;2020-01-17T14:51:17Z;F;Sense fulles;314;RitmeNatura - Observacions recurrents;327448;http://natusfera.gbif.es/attachments/local_photos/files/327448/large/1579272681505.jpg?1579272862;(c) xgonzalez, algunos derechos reservados (CC BY-NC);;;;;;;;;;Punica granatum;species;2020-01-21T03:00:51-05:00;T;314994;2020-01-22T06:53:43-05:00;T;315391;;;Arbre parc nadal prop de la sortida de l'estaci�;vergesalut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05;41.38
28;F;1;2168;2020-01-10T09:53:35-05:00;F;;12;252801;T;4;F;;T;2;0;1;0;10/01/2020;2020-01-10T14:51:27.000Z;;;;research;Granado;2168;2020-01-10T09:51:27-05:00;Madrid;2020-01-22T06:53:33-05:00;http://natusfera.gbif.es/observations/252801;8062;4fd656ca-ec26-4069-ae34-d0845b9ee664;Europe/Madrid;xgonzalez;Plantae;2020-01-10T14:53:35Z;2020-01-22T11:53:33Z;2020-01-10T14:51:27Z;F;Sense fulles;314;RitmeNatura - Observacions recurrents;327183;http://natusfera.gbif.es/attachments/local_photos/files/327183/large/1578667890986.jpg?1578668051;(c) xgonzalez, algunos derechos reservados (CC BY-NC);;;;;;;;;;Punica granatum;species;2020-01-13T10:55:32-05:00;F;314201;2020-01-13T13:57:42-05:00;T;314209;;;Arbre parc nadal prop de la sortida de la estaci�;vegresalut;2020-01-14T09:22:28-05:00;T;314332;2020-01-22T06:53:32-05:00;T;315390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05;41.38
29;F;0;12;2020-01-09T16:39:44-05:00;F;;12;252691;T;2;F;;T;2;0;3;0;20/12/2019;Fri Dec 20 2019 14:08:10 GMT+0100 (GMT+1);Parc Nadal, Sant Feliu de Llobregat, Catalu�a, ES;24;24;research;Plants;12;2019-12-20T08:08:10-05:00;Amsterdam;2020-01-10T04:57:07-05:00;http://natusfera.gbif.es/observations/252691;11972;3f9cab6e-3569-41ac-a9af-8eff218fb8cb;Europe/Amsterdam;martinapuigalonso;Plantae;2020-01-09T21:39:44Z;2020-01-10T09:57:07Z;2019-12-20T13:08:10Z;F;Cap d'aquestes;314;RitmeNatura - Observacions recurrents;327063;http://natusfera.gbif.es/attachments/local_photos/files/327063/large/59760E54-2E38-4AF8-BFE2-FCCEC64A8A8C-large.jpg?1578605988;(c) Martina Puig Alonso, todos los derechos reservados;327064;http://natusfera.gbif.es/attachments/local_photos/files/327064/large/B459A513-DD31-49BA-8015-4DB797397A7B-large.jpg?1578605991;(c) Martina Puig Alonso, todos los derechos reservados;327065;http://natusfera.gbif.es/attachments/local_photos/files/327065/large/FB8540AF-7D9F-4F07-8E7C-E3A2F05EE05E-large.jpg?1578605994;(c) Martina Puig Alonso, todos los derechos reservados;;;;Plantae;plantae;2020-01-09T16:39:44-05:00;T;313978;2020-01-10T04:57:04-05:00;T;313992;5;;Pino18;Verde Salut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.046646601;
30;F;0;;2019-12-23T01:56:24-05:00;F;;;251772;T;1;F;;T;0;0;3;0;23/12/2019;2019-12-23T06:55:34.000Z;;;;casual;;;2019-12-23T01:55:34-05:00;Madrid;2020-01-07T04:58:46-05:00;http://natusfera.gbif.es/observations/251772;4419;034c6f4b-c12e-4a0c-ab58-972f1c1c9789;Europe/Madrid;tgonzalez;;2019-12-23T06:56:24Z;2020-01-07T09:58:46Z;2019-12-23T06:55:34Z;F;Aprox. el 50% de les fulles grogues o ataronjades;314;RitmeNatura - Observacions recurrents;325879;http://natusfera.gbif.es/attachments/local_photos/files/325879/large/1577084168286.jpg?1577084186;(c) tgonzalez, algunos derechos reservados (CC BY-NC);325880;http://natusfera.gbif.es/attachments/local_photos/files/325880/large/1577084137261.jpg?1577084192;(c) tgonzalez, algunos derechos reservados (CC BY-NC);325881;http://natusfera.gbif.es/attachments/local_photos/files/325881/large/1577084156302.jpg?1577084196;(c) tgonzalez, algunos derechos reservados (CC BY-NC);;;;;;2020-01-07T04:58:46-05:00;T;313644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.052425778;41.38176708
31;F;1;2168;2019-12-20T09:52:06-05:00;F;;12;251693;T;3;F;;T;2;0;1;0;20/12/2019;2019-12-20T14:49:02.000Z;;;;research;Granado;2168;2019-12-20T09:49:02-05:00;Madrid;2020-01-22T06:53:19-05:00;http://natusfera.gbif.es/observations/251693;8062;b67eae65-e256-4085-8b84-50b64910e02d;Europe/Madrid;xgonzalez;Plantae;2019-12-20T14:52:06Z;2020-01-22T11:53:19Z;2019-12-20T14:49:02Z;F;Sense fulles;314;RitmeNatura - Observacions recurrents;325748;http://natusfera.gbif.es/attachments/local_photos/files/325748/large/1576853346152.jpg?1576853545;(c) xgonzalez, algunos derechos reservados (CC BY-NC);;;;;;;;;;Punica granatum;species;2020-01-07T04:57:58-05:00;F;313643;2020-01-14T09:24:51-05:00;T;314333;;;arbre parc nadal prop de la sortida de la estaci�;vergesalut;2020-01-22T06:53:18-05:00;T;315389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05;41.38
